nodeName	altName	nodeAttr[nodesPresent, ]
PLEKHM3	PLEKHM3	yellow
SCUBE1	SCUBE1	yellow
IPMK	IPMK	yellow
MYL9	MYL9	yellow
DHTKD1	DHTKD1	yellow
RBMS1	RBMS1	yellow
BCL2L13	BCL2L13	yellow
ADGRF5	ADGRF5	yellow
PRKCH	PRKCH	yellow
CKS1B	CKS1B	yellow
MMP28	MMP28	yellow
ABAT	ABAT	yellow
BCAR3	BCAR3	yellow
CHST3	CHST3	yellow
RPL21P44	RPL21P44	yellow
ZNF106	ZNF106	yellow
MCC	MCC	yellow
LAMA5	LAMA5	yellow
UBA6	UBA6	yellow
ANAPC16	ANAPC16	yellow
EFHD1	EFHD1	yellow
PGM3	PGM3	yellow
PDE4B	PDE4B	yellow
PIP4K2A	PIP4K2A	yellow
PTEN	PTEN	yellow
CCNB1IP1	CCNB1IP1	yellow
TACC1	TACC1	yellow
OSER1	OSER1	yellow
AGO4	AGO4	yellow
LINC00341	LINC00341	yellow
BCKDHB	BCKDHB	yellow
RGS4	RGS4	yellow
ATP10D	ATP10D	yellow
OSGEP	OSGEP	yellow
SYDE1	SYDE1	yellow
PIEZO1	PIEZO1	yellow
ZNF366	ZNF366	yellow
H2AFJ	H2AFJ	yellow
FAM21A///FAM21C	FAM21A///FAM21C	yellow
PLEKHF1	PLEKHF1	yellow
SIMC1	SIMC1	yellow
DCAF11	DCAF11	yellow
TLN2	TLN2	yellow
EIF4EBP2	EIF4EBP2	yellow
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6///FGF7	yellow
C6orf48///SVIL	C6orf48///SVIL	yellow
ADRB2	ADRB2	yellow
SIN3B	SIN3B	yellow
SYTL5	SYTL5	yellow
PIWIL4	PIWIL4	yellow
CASP10	CASP10	yellow
LINC00921	LINC00921	yellow
RASGRP2	RASGRP2	yellow
BTNL8///BTNL3	BTNL8///BTNL3	yellow
ATG9A	ATG9A	yellow
ABCC8	ABCC8	yellow
CDH23	CDH23	yellow
EZH1	EZH1	yellow
PPM1D	PPM1D	yellow
FUBP1	FUBP1	yellow
SPOP	SPOP	yellow
PIGV	PIGV	yellow
CHRM2	CHRM2	yellow
CLIP2	CLIP2	yellow
CYP2G1P	CYP2G1P	yellow
MAN1C1	MAN1C1	yellow
IP6K3	IP6K3	yellow
ZNF304	ZNF304	yellow
ACYP1	ACYP1	yellow
LIMA1	LIMA1	yellow
PRKAG2	PRKAG2	yellow
CD59	CD59	yellow
CENPV	CENPV	yellow
STARD3NL	STARD3NL	yellow
JADE2	JADE2	yellow
GLO1	GLO1	yellow
JAK2	JAK2	yellow
NAP1L1	NAP1L1	yellow
MAN1A1	MAN1A1	yellow
PTH1R	PTH1R	yellow
CASK	CASK	yellow
TMTC4	TMTC4	yellow
HACD3	HACD3	yellow
MYLK	MYLK	yellow
C11orf31	C11orf31	yellow
FCHSD2	FCHSD2	yellow
BCR	BCR	yellow
DMPK	DMPK	yellow
DERA	DERA	yellow
CLDN34	CLDN34	yellow
MSRA	MSRA	yellow
MOCS1	MOCS1	yellow
NRG3	NRG3	yellow
FAAH2	FAAH2	yellow
ICOSLG	ICOSLG	yellow
NTRK3	NTRK3	yellow
SNTB2	SNTB2	yellow
PTENP1///PTEN	PTENP1///PTEN	yellow
HMGN1	HMGN1	yellow
SLC48A1	SLC48A1	yellow
NFE2L1	NFE2L1	yellow
LPP	LPP	yellow
RIMKLA	RIMKLA	yellow
FKBP1B	FKBP1B	yellow
PAK4	PAK4	yellow
GCDH	GCDH	yellow
LSM6	LSM6	yellow
PPARA	PPARA	yellow
PHACTR3	PHACTR3	yellow
CHST2	CHST2	yellow
CTDSP1	CTDSP1	yellow
RSPO1	RSPO1	yellow
CRLF1	CRLF1	yellow
MLYCD	MLYCD	yellow
OSBPL5	OSBPL5	yellow
ZBTB8B///ZBTB8A	ZBTB8B///ZBTB8A	yellow
FRAT1	FRAT1	yellow
C7orf55-LUC7L2///FMC1	C7orf55-LUC7L2///FMC1	yellow
PXYLP1	PXYLP1	yellow
KCTD20	KCTD20	yellow
WNK3	WNK3	yellow
MIR103A2	MIR103A2	yellow
JAK1	JAK1	yellow
RAI2	RAI2	yellow
HYKK	HYKK	yellow
TMEM200A	TMEM200A	yellow
RNF2	RNF2	yellow
CEP350	CEP350	yellow
JAG2	JAG2	yellow
MAPK7	MAPK7	yellow
MAVS	MAVS	yellow
MMGT1	MMGT1	yellow
USP39	USP39	yellow
SOD3	SOD3	yellow
MED13L	MED13L	yellow
KRT4	KRT4	yellow
C8orf46	C8orf46	yellow
UMODL1-AS1	UMODL1-AS1	yellow
GABRB2	GABRB2	yellow
MAP3K7CL	MAP3K7CL	yellow
PCYT1B	PCYT1B	yellow
H2AFY2	H2AFY2	yellow
LIG1	LIG1	yellow
LOC100130872	LOC100130872	yellow
HNRNPR	HNRNPR	yellow
